Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Gmobi Usbxndortm, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 1
Fullname: Iberqmdzog Skpdo, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 1
Fullname: Mqrdcwybvk Itezlny, Faculty: Higher School of Jurisprudence and Administration, Group: Group233, Avg Grade: 1
Fullname: Eazqkoglhx Nevzqtopyx, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 1
Fullname: Myvwoqpgt Yfves, Faculty: Lyceum of HSE, Group: Group215, Avg Grade: 1
Fullname: Dyjves Ysnkclza, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 1
Fullname: Zwpecv Ekhrqop, Faculty: Graduate School of Business, Group: Group219, Avg Grade: 1
Fullname: Nguezc Fnogz, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 1
Fullname: Nexfzt Lkwqrh, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 1
Fullname: Enajbghpxl Gpkwu, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 1
Fullname: Lreybwuzmj Gqmcxtyeai, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 1
Fullname: Bzmnwv Xnmsuybtp, Faculty: Faculty of Law, Group: Group213, Avg Grade: 1
Fullname: Hxvmto Hscqol, Faculty: Higher School of Jurisprudence and Administration, Group: Group233, Avg Grade: 1
Fullname: Jrhfldu Qvfzpaxg, Faculty: Faculty of Law, Group: Group218, Avg Grade: 1
Fullname: Fgqsayxdr Lujcna, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 1
Fullname: Lmnyhkup Kaxbz, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 1
Fullname: Njcdwvam Azbkrpxi, Faculty: Faculty of Law, Group: Group212, Avg Grade: 1
Fullname: Bgzwnyf Hlcxidmb, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 1
Fullname: Khvoib Fxzlcygd, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 1
Fullname: Qboselrjd Bepcl, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 1
Fullname: Tmqpowk Cetywh, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 1
Fullname: Eyjpalgvm Akvti, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 1
Fullname: Zdwnbejxku Yawtvxnmhb, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 1
Fullname: Etivxd Dfcyo, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 1
Fullname: Prvhuqew Jmauldis, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 1
Fullname: Tfbzjevpin Kmfcvsdzu, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 1
Fullname: Bhsyxqevnj Wlqftxhnu, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 1
Fullname: Awhtecz Fqmho, Faculty: Faculty of Economic Sciences, Group: Group221, Avg Grade: 1
Fullname: Mzsdu Ubdlrzc, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 1
Fullname: Lkciqf Mjvqizuwyr, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 1
Fullname: Dxgvaur Cjsovu, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 1
Fullname: Jzdwrhtkv Modypcqf, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 1
Fullname: Qhwogf Oxjintzdlu, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 1
Fullname: Gfnvoi Bovxnl, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 1
Fullname: Tybunfa Krtlfum, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 1
Fullname: Rvtokewf Equbin, Faculty: Faculty of Creative Industries, Group: Group221, Avg Grade: 1
Fullname: Nzxosmlc Bxzrletgna, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 1
Fullname: Nhdwvcutsb Sjxgphwd, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 1
Fullname: Zdhpvlujf Omhrfzc, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 1
Fullname: Wdxnkig Ojybq, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 1
Fullname: Rlnhy Cxnteuyvjd, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 1
Fullname: Aslfcqn Gwmyacid, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 1
Fullname: Gyodm Xfvoi, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 1
Fullname: Oqbnc Rdxpc, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 1
Fullname: Xzcdjsuv Sfmluoin, Faculty: Graduate School of Business, Group: Group244, Avg Grade: 1
Fullname: Cagtpmieoq Sbzha, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 2
Fullname: Ulkrscm Nytcz, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 2
Fullname: Vsfqxlmitn Gydaek, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 2
Fullname: Zoepjhl Tvobmuyp, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 2
Fullname: Aweyz Pcdsguieo, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 2
Fullname: Zewra Xbdzci, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 2
Fullname: Lpjfc Rukqsbwm, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 2
Fullname: Amgekljfz Zkxefo, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 2
Fullname: Yprvfhjuzq Lbowcmku, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 2
Fullname: Xocgkvupb Okxthf, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 2
Fullname: Timrlawfnj Hfspuv, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 2
Fullname: Yefkvlin Ixlce, Faculty: Faculty of Law, Group: Group217, Avg Grade: 2
Fullname: Xhvkwtdcpm Cjnza, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 2
Fullname: Cxdsp Gxpqjcru, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 2
Fullname: Lxozjr Eiowfhcb, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Enfhcdjosg Eqmspctf, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 2
Fullname: Mycogenwbt Jqsog, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Klamj Garuexts, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Zfcdhkyjwl Nojyb, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 2
Fullname: Gvrbmflxs Logdsuj, Faculty: Faculty of Geography and Geo-information Technology, Group: Group219, Avg Grade: 2
Fullname: Uiarvf Higjm, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 2
Fullname: Pysvd Sypnakufi, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 2
Fullname: Fjgheyd Yvixtwbso, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 2
Fullname: Fsljmnik Dfxeosjzk, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 2
Fullname: Dfxnjuvcyw Ycbgrxkve, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 2
Fullname: Btrycoix Pfngdz, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 2
Fullname: Yktmuvn Uhvzda, Faculty: Faculty of Creative Industries, Group: Group215, Avg Grade: 2
Fullname: Xzehi Shyrutzdci, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 2
Fullname: Zfqsgld Sxfvudwr, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 2
Fullname: Ckjpowxiue Nsgzyvdqj, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 2
Fullname: Qhnmjsxld Lgwzhuixn, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 2
Fullname: Vomutde Ylagpnis, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 2
Fullname: Rzicn Dxmifben, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 2
Fullname: Songrhfzc Hwxfpok, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 2
Fullname: Zbuqnkmd Jgwucs, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 2
Fullname: Wqcapdh Vmydqh, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 2
Fullname: Ijpadfctg Jmkxqszy, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 2
Fullname: Mrsjcwdg Awgbszjoi, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 2
Fullname: Xtfupndb Ldceuhimas, Faculty: Faculty of Mathematics, Group: Group212, Avg Grade: 2
Fullname: Xpcbguwn Oatgvphyc, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 2
Fullname: Ngzrsewx Yhgvm, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 2
Fullname: Dkcjieowg Qmyslzxneo, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 2
Fullname: Cqflumwt Saicnhegvx, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 2
Fullname: Wbsuflqv Bzrcnfgxj, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 2
Fullname: Eawsjlx Vunqmxl, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 2
Fullname: Gqmfn Plxnurqzi, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 2
Fullname: Jvqazd Vqzstwfimr, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 3
Fullname: Qaxjdz Hqkwac, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 3
Fullname: Jdxshgnwmt Iswovhd, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 3
Fullname: Yuqerk Fotje, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 3
Fullname: Ysqvknh Febjxzsylu, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 3
Fullname: Lykeu Stxucekwl, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 3
Fullname: Bledmkux Npcjskry, Faculty: Faculty of Humanities, Group: Group233, Avg Grade: 3
Fullname: Sgicx Klzya, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 3
Fullname: Kohsmgpb Itpdck, Faculty: International Institute of Economics and Finance, Group: Group233, Avg Grade: 3
Fullname: Mtsgdieklb Vqzwug, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 3
Fullname: Pfcxyev Eytvljw, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 3
Fullname: Hiltvngsd Okyltwnhf, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 3
Fullname: Uqdjscgvol Inkghzudex, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 3
Fullname: Ywejgxrcfa Kerfyujaxp, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Ecztlfi Casdkzthmx, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 3
Fullname: Njvmefbai Qcdigrym, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 3
Fullname: Qcgtmj Ekdfcnru, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 3
Fullname: Lwyixon Aqswg, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 3
Fullname: Xnysduifr Auhrnx, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 3
Fullname: Yaqdc Behijz, Faculty: Faculty of Law, Group: Group217, Avg Grade: 3
Fullname: Borycl Qhzwbn, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 3
Fullname: Wmhibsvnfp Jcmisthzy, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 3
Fullname: Wvcok Efiydva, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 3
Fullname: Fimbx Qemfcinwj, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 3
Fullname: Krvnm Dnvxkrle, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 3
Fullname: Ebzkq Nvpwjs, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 3
Fullname: Gnbdkqjzeh Dqzot, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 3
Fullname: Jehzuwi Pjhzqru, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 3
Fullname: Uqpnxof Bchdvnfpo, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 3
Fullname: Spwelrgn Tvigdrkmjx, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 3
Fullname: Nrjfimcaey Jhuwtisn, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 3
Fullname: Tefkcyjvp Rofychqd, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 3
Fullname: Xwyum Skqyv, Faculty: Faculty of Law, Group: Group244, Avg Grade: 3
Fullname: Xdfhsktjlu Apvrgxw, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 3
Fullname: Rdieqwcat Pzdoktevls, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 4
Fullname: Rwfcmy Huipeflta, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 4
Fullname: Nhrslatz Axiutvrkw, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 4
Fullname: Hbalods Sgpvzux, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 4
Fullname: Ergblf Jwrifvtsc, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 4
Fullname: Lxacowk Dgialqtrv, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 4
Fullname: Xqzcfumrek Qdmvz, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 4
Fullname: Rqbyftovpu Sbqgv, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 4
Fullname: Lgyndhrza Soltp, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 4
Fullname: Nbqozi Mhygfb, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 4
Fullname: Rjefockmz Drpiwh, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 4
Fullname: Pdjqafl Iepzg, Faculty: Faculty of World Economy and World Politics, Group: Group244, Avg Grade: 4
Fullname: Efixkp Frmbicpja, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 4
Fullname: Daoks Ivobwj, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 4
Fullname: Eulzigcn Mchuzkaewt, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Xbswhg Eriokzvgm, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 4
Fullname: Xkjvyodwr Axwhfmnzku, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 4
Fullname: Twhlfdv Cdzjomsux, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 4
Fullname: Liymepbtr Lorywzgcds, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 4
Fullname: Nkzvul Cxdwiz, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 4
Fullname: Evymq Hgjecnupyr, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 4
Fullname: Nfmckv Myltxvs, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 4
Fullname: Byxourjftm Djykmtef, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 4
Fullname: Ndjiocqt Djgyaefz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 4
Fullname: Iqbhk Vfacyu, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Dtpfhkr Gvzpsfx, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 4
Fullname: Swtujce Rwmbota, Faculty: Faculty of Physics, Group: Group221, Avg Grade: 4
Fullname: Zexpfwq Qexdvh, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 4
Fullname: Gkrujvqpt Kmgov, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 4
Fullname: Xewqponit Bsrhgqo, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 4
Fullname: Ijcuhenyr Whbxvdkicj, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 4
Fullname: Wotbj Zitkojyfpl, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 4
Fullname: Fiurbzhgqx Lqxrwugam, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 4
Fullname: Jostpz Tmgkaixh, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 4
Fullname: Mingj Mjcieahop, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 4
Fullname: Ykcnze Paqyjozg, Faculty: Higher School of Jurisprudence and Administration, Group: Group221, Avg Grade: 4
Fullname: Hokatrflm Cojpuqextd, Faculty: Faculty of Law, Group: Group233, Avg Grade: 4
Fullname: Zevdtrwy Ciaofwqrp, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 4
Fullname: Zsgaidto Hzbxusany, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 4
Fullname: Gfsijvh Cnpwbx, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 4
Fullname: Korjqbuig Ofkvsngri, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 4
Fullname: Iyjachen Hcriqnbmo, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 4
Fullname: Lryniuwe Aqltmsknr, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 4
Fullname: Osvkx Ekywtmifx, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 4
Fullname: Fyozs Ujbofxwzld, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 4
Fullname: Iwtqgms Gnpaibdyok, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 4
Fullname: Whyfc Qbdzuev, Faculty: Faculty of Law, Group: Group212, Avg Grade: 4
Fullname: Ukchrav Xufzg, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 4
Fullname: Pyfwrua Pqiacogm, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 4
Fullname: Eqjxu Luibxzwaj, Faculty: Higher School of Jurisprudence and Administration, Group: Group213, Avg Grade: 5
Fullname: Qgmcdozn Ytowsvk, Faculty: Faculty of Geography and Geo-information Technology, Group: Group233, Avg Grade: 5
Fullname: Zpyxtahmow Bvsxy, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 5
Fullname: Xbdrlz Vskjxflwco, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 5
Fullname: Pnvoh Jlifkdurs, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 5
Fullname: Bnrxeilaph Gbval, Faculty: Pre-university training faculty, Group: Group221, Avg Grade: 5
Fullname: Lhetuzjc Agrwkmcq, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 5
Fullname: Xfjla Xtrgmfkj, Faculty: Faculty of Law, Group: Group217, Avg Grade: 5
Fullname: Eybhdr Egbijzamod, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 5
Fullname: Enrtbzcgmo Gpufvkxq, Faculty: International Institute of Economics and Finance, Group: Group212, Avg Grade: 5
Fullname: Vkdteuz Doytn, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 5
Fullname: Fhyuoknbpm Vnjhtpoyf, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 5
Fullname: Ktwpreb Kpuqlmw, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 5
Fullname: Ivsbe Djtgeu, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 5
Fullname: Lieduogcnf Lpetxqc, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 5
Fullname: Lnqfa Jnzqogmkei, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 5
Fullname: Lvbgo Mvzgxfk, Faculty: Faculty of Physics, Group: Group244, Avg Grade: 5
Fullname: Fbvae Qzfbinej, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 5
Fullname: Ngyfkpzoa Ihywe, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 5
Fullname: Njydga Mvgbwd, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 5
Fullname: Zsmxiyh Yokhsbdcwe, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 5
Fullname: Hzpqf Zpbakx, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 5
Fullname: Nkmbwop Petrc, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 5
Fullname: Rpndbyiwvx Dziwgr, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 5
Fullname: Yosqgmknj Pomvxgt, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 5
Fullname: Skjcr Qemjsl, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 5
Fullname: Ubnmkqt Roqudvahji, Faculty: School of Foreign Languages, Group: Group217, Avg Grade: 5
